,user_name,user_description,tweets,label,date
194984,benjaminhccarrhachydermio phd,benjaminhccarrhachydermio ecology ocean scientist sci hpc noaa aaa nsfgk whoi aelosu phdbugrs ugcornellcals tweet,chatgpt future revolution need guardrail question existence line input,neutral,2023-02-15 17:51:02+00:00
195153,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,interesting continual development chatgpt education bing,negativ,2023-02-15 17:02:18+00:00
195189,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,reaction video maria anderson chatgpt discussion bryan alexander future trend forum anderson provides interesting perspective professor startup founder entrepreneur middle schoolhigh school teacher education,neutral,2023-02-15 16:54:48+00:00
195338,yuan chen phd,software engineerapple cloud service cloudcomputing kubernetes opensource tech science life,chatgpt understood request perfectly apparently unable review pending technical proposal replacement job secure,negativ,2023-02-15 16:14:49+00:00
195345,chakib chraibi phd,chief data scientist forwardthinking higher education leader scientist software engineer stem enthusiast,researcher investigating mysterious ability largelanguagemodels llm chatgpt gpt lamda carry task havent specifically trained perform known incontext learning airesearch llm agi aiexplainability,neutral,2023-02-15 16:13:47+00:00
195503,yurgos politis phd ceu hehim,marie curie alumnus interest science higher inclusive learning cofounder ndindesign echernet,figure decide finally test chatgpt time happens,negativ,2023-02-15 15:40:12+00:00
195940,berci mesk phd,director medical futurist institute science fiction fanatic health tracker mission bring future technology healthcare digitalhealth,deal powered search engine use chatgpt like service built them mit tech review concluded technology simply ready like scale,positiv,2023-02-15 14:00:43+00:00
195975,phdgenie,phdgenie support academic early career researcher established scholar operated idorosenzweig phdgenie,asked chatgpt write fatthesis joke didnt understand asking wrote example got rate joke write better one,positiv,2023-02-15 13:52:57+00:00
196301,muhammad shabbir phd,researcher writer right activist pakistan russia foreignpolicy accessibility bot internetsociety view own rts doesnt mean endorsement,demonstration alphabet google competitor chatgpt glitched research happens particular fumble caused whopping billion worth loss stock market how here urdu explainer,negativ,2023-02-15 12:37:05+00:00
197626,anita phd mph anitamastodonworld,ubcucsfprovidence hastingcenter emcollective fellow forever bioethics public health racism disparity forthcoming health monitoring ethic oup,soulcareyvr want use chatgpt boring stuff definitely want consult,neutral,2023-02-15 04:21:36+00:00
197774,paul cooper phd faidh chia gaicd,passion better use technology health business encouraging diversity health tech organisation view,joining colleague exploring chatgpt implication higher deakin cradle chatgpt highered online right happy connect twitter colleague interested,positiv,2023-02-15 03:13:55+00:00
198034,jessica dello russo phd,archaeology phd leon charney fellow yunews ctr israel study catacombsociety executive board bostonathenaeum proprietor license teach,valentine day cheat brain chatgpt lesson learned little pea brain get place crap,positiv,2023-02-15 01:02:13+00:00
198044,phyllis rippey phd,sociology prof uottawa author breastfeeding pursuit happiness feminist antiracism reproduc justice care ethic statsmethods,chatgpt truly mastered ability write paper like student skipped class reading managed review day close friend close academictwitter academicchatter,neutral,2023-02-15 00:59:30+00:00
198247,dave grawoig phd,rnadrug discoverer,openai chatgpt get one distrans frank herbert dune messiah completely wrong,neutral,2023-02-15 01:18:15+00:00
198290,dan hoffman phd abpp,licensed psychologist board cert cbtworks director cbt practice northwell health ebp anxiety trauma ocd pseudoscience tweetsmy opinion,article sparked discussion chatgpt mentalhealth,negativ,2023-02-14 23:31:16+00:00
198296,dan hoffman phd abpp,licensed psychologist board cert cbtworks director cbt practice northwell health ebp anxiety trauma ocd pseudoscience tweetsmy opinion,sarahfhoffman scpdiv sccap annemariealbano abctnow abctprez skiprizzovr melslater psyd drmaryalvord example clearly limitation follow initial recommendation miss possibility anxiety disorder chatgpt didn consider mentalhealth initial possibility,neutral,2023-02-14 23:29:31+00:00
198321,dan hoffman phd abpp,licensed psychologist board cert cbtworks director cbt practice northwell health ebp anxiety trauma ocd pseudoscience tweetsmy opinion,think impact selfdiagnosis amp mentalhealth care seeking behavior entered symptom panic attack chatgpt amp result scpdiv sccap sarahfhoffman annemariealbano abctnow abctprez skiprizzovr melslater psyd drmaryalvord,neutral,2023-02-14 23:17:33+00:00
198335,anita phd mph anitamastodonworld,ubcucsfprovidence hastingcenter emcollective fellow forever bioethics public health racism disparity forthcoming health monitoring ethic oup,chatgpt write valentine message friend making lazier minute giveaway came cherish moment spend together amp grateful guess chatgpt doesn know,neutral,2023-02-14 23:12:04+00:00
198351,prof georgi chaltikyan phd,physician health professional surgeon training digital health specialist professor digital health telemedicine healthcare management,user chatgpt generativeai,negativ,2023-02-14 23:04:31+00:00
198533,mab marcelo bueno phd,living golden rule,superb clear analysis chatgpt,negativ,2023-02-14 21:45:34+00:00
198765,richard evans msc phd bbc itv,patron art nlp researcher risk redundancy july donation btc wallet wckcccxzna rwca qwlmggwxcbtzkv,chat gpt chatgpt developed cunt cunt check news video tiktok,negativ,2023-02-14 20:31:32+00:00
198818,kendra unruh phd,educator lindy hopper catlover hiker,good resource way embrace chatgpt classroom plan share professional development session hosting week class suddenly class harvardbizedu,neutral,2023-02-14 20:16:17+00:00
198890,aaron miller phd,educator anthropologist sport geek japanophile podcast host proud husband father unrealistic optimist,thinking lot chatgpt spitting lot stuff reasonable reasoned make sense,positiv,2023-02-14 19:53:59+00:00
199003,darin eich phd,innovation author speaker design thinking facilitator leadership program developer founder,use artificial intelligence ideation helper chatgpt tool develop idea visual rough prototype describe read chatgpt artificialintelligence designthinking,neutral,2023-02-14 19:13:11+00:00
199611,jocelyn phd,rsi umrepia carrefour biologie technologie informatique bioinformatique calculscientifique deeplearning adminsys mtamo,chatgpt burn million day scientist million time efficient,neutral,2023-02-14 16:37:28+00:00
199645,yuan chen phd,software engineerapple cloud service cloudcomputing kubernetes opensource tech science life,ylecun suggests chatgpt current llm useful writing assistant more better system based autoregressive llm chatgpt llm,positiv,2023-02-14 16:30:34+00:00
200159,nicole house phd,believer aienthusiast heutagogist adjunct canvasadmin aka umalum raidernation nffan tweet,who taking handwritten paper dyn pen plotter transform chatgpt handwritten content,negativ,2023-02-14 14:41:11+00:00
200285,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,nice article chatgpt effort improve wolframalpha there knowing tool use best result important ailiteracy work develop teach student,neutral,2023-02-14 14:13:20+00:00
200412,wesley fryer phd wfryermastodoncloud,middle school medium literacy teacher day technology fear therapist night edtechsr wsshare cohost cookwithwes pocketshare,subscribed chatgpt plus chatgpt chatgptplus openai edtechsr,neutral,2023-02-14 13:43:12+00:00
200555,berci mesk phd,director medical futurist institute science fiction fanatic health tracker mission bring future technology healthcare digitalhealth,chatgpt taking medical license exam utilization healthcare sector brink significant expansion thrilled contribute advancement industry research effort like study,neutral,2023-02-14 13:01:07+00:00
