,0
11682,curiosity
11683,admiration
11684,approval
11685,neutral
11686,curiosity
11687,neutral
11688,love
11689,neutral
11690,approval
11691,gratitude
11692,approval
11693,joy
11694,realization
11695,joy
11696,approval
11697,approval
11698,neutral
11699,approval
11700,approval
11701,neutral
11702,realization
11703,neutral
11704,approval
11705,admiration
11706,neutral
11707,neutral
11708,neutral
11709,curiosity
11710,curiosity
11711,confusion
11712,neutral
11713,fear
11714,admiration
11715,curiosity
11716,joy
11717,neutral
11718,neutral
11719,neutral
11720,curiosity
11721,gratitude
11722,admiration
11723,realization
11724,caring
11725,neutral
11726,excitement
11727,surprise
11728,neutral
11729,neutral
11730,neutral
11731,confusion
11732,fear
11733,disappointment
11734,neutral
11735,curiosity
11736,neutral
11737,neutral
11738,approval
11739,approval
11740,approval
11741,neutral
11742,anger
11743,neutral
11744,amusement
11745,neutral
11746,approval
11747,neutral
11748,neutral
11749,admiration
11750,approval
11751,neutral
11752,amusement
11753,neutral
11754,realization
11755,realization
11756,neutral
11757,neutral
11758,approval
11759,neutral
11760,approval
11761,curiosity
11762,approval
11763,neutral
11764,neutral
11765,neutral
11766,approval
11767,neutral
11768,neutral
11769,optimism
11770,neutral
11771,neutral
11772,gratitude
11773,caring
11774,approval
11775,optimism
11776,admiration
11777,neutral
11778,neutral
11779,surprise
11780,neutral
11781,admiration
11782,admiration
11783,admiration
11784,gratitude
11785,neutral
11786,neutral
11787,neutral
11788,neutral
11789,curiosity
11790,neutral
11791,neutral
11792,neutral
11793,neutral
11794,neutral
11795,neutral
11796,neutral
11797,neutral
11798,neutral
11799,neutral
11800,neutral
11801,neutral
11802,neutral
11803,curiosity
11804,confusion
11805,neutral
11806,neutral
11807,neutral
11808,neutral
11809,caring
11810,curiosity
11811,realization
11812,disapproval
11813,neutral
11814,neutral
11815,realization
11816,admiration
11817,neutral
11818,approval
11819,neutral
11820,neutral
11821,admiration
11822,approval
11823,neutral
11824,curiosity
11825,neutral
11826,joy
11827,gratitude
11828,neutral
11829,curiosity
11830,neutral
11831,curiosity
11832,neutral
11833,joy
11834,neutral
11835,curiosity
11836,curiosity
11837,curiosity
11838,curiosity
11839,curiosity
11840,curiosity
11841,curiosity
11842,curiosity
11843,curiosity
11844,curiosity
11845,curiosity
11846,curiosity
11847,admiration
11848,neutral
11849,neutral
11850,admiration
11851,neutral
11852,neutral
11853,neutral
11854,neutral
11855,neutral
11856,neutral
11857,neutral
11858,neutral
11859,neutral
11860,neutral
11861,neutral
11862,curiosity
11863,neutral
11864,realization
11865,neutral
11866,curiosity
11867,neutral
11868,curiosity
11869,approval
11870,approval
11871,neutral
11872,neutral
11873,admiration
11874,neutral
11875,neutral
11876,neutral
11877,neutral
11878,admiration
11879,neutral
11880,surprise
11881,approval
11882,annoyance
11883,curiosity
11884,neutral
11885,caring
11886,amusement
11887,neutral
11888,neutral
11889,neutral
11890,curiosity
11891,neutral
11892,curiosity
11893,neutral
11894,curiosity
11895,neutral
11896,neutral
11897,admiration
11898,optimism
11899,neutral
11900,neutral
11901,joy
11902,approval
11903,approval
11904,neutral
11905,approval
11906,neutral
11907,realization
11908,realization
11909,neutral
11910,excitement
11911,neutral
11912,approval
11913,admiration
11914,neutral
11915,admiration
11916,neutral
11917,approval
11918,surprise
11919,approval
11920,curiosity
11921,neutral
11922,optimism
11923,neutral
11924,neutral
11925,neutral
11926,admiration
11927,admiration
11928,admiration
11929,love
11930,neutral
11931,neutral
11932,excitement
11933,gratitude
11934,neutral
11935,confusion
11936,annoyance
11937,surprise
11938,admiration
11939,neutral
11940,admiration
11941,neutral
11942,neutral
11943,disappointment
11944,neutral
11945,neutral
11946,sadness
11947,approval
11948,approval
11949,nervousness
11950,excitement
11951,neutral
11952,neutral
11953,approval
11954,gratitude
11955,approval
11956,realization
11957,love
11958,amusement
11959,surprise
11960,curiosity
11961,curiosity
11962,neutral
11963,neutral
11964,neutral
11965,neutral
11966,approval
11967,approval
11968,realization
11969,neutral
11970,neutral
11971,caring
11972,amusement
11973,approval
11974,neutral
11975,neutral
11976,neutral
11977,realization
11978,neutral
11979,neutral
11980,curiosity
11981,curiosity
11982,love
11983,realization
11984,neutral
11985,neutral
11986,neutral
11987,admiration
11988,admiration
11989,neutral
11990,neutral
11991,curiosity
11992,approval
11993,optimism
11994,neutral
11995,gratitude
11996,neutral
11997,confusion
11998,admiration
11999,realization
12000,realization
12001,admiration
12002,neutral
12003,neutral
12004,gratitude
12005,neutral
12006,approval
12007,gratitude
12008,neutral
12009,realization
12010,fear
12011,neutral
12012,realization
12013,neutral
12014,neutral
12015,neutral
12016,neutral
12017,curiosity
12018,neutral
12019,curiosity
12020,neutral
12021,neutral
12022,approval
12023,neutral
12024,excitement
12025,neutral
12026,annoyance
12027,approval
12028,admiration
12029,neutral
12030,admiration
12031,optimism
12032,surprise
12033,neutral
12034,joy
12035,fear
12036,neutral
12037,curiosity
12038,neutral
12039,surprise
12040,neutral
12041,neutral
12042,neutral
12043,approval
12044,approval
12045,neutral
12046,approval
12047,curiosity
12048,approval
12049,approval
12050,realization
12051,joy
12052,curiosity
12053,confusion
12054,optimism
12055,realization
12056,approval
12057,curiosity
12058,approval
12059,approval
12060,admiration
12061,approval
12062,realization
12063,approval
12064,neutral
12065,amusement
12066,curiosity
12067,neutral
12068,confusion
12069,confusion
12070,neutral
12071,realization
12072,neutral
12073,neutral
12074,neutral
12075,gratitude
12076,realization
12077,joy
12078,gratitude
12079,curiosity
12080,curiosity
12081,neutral
12082,love
12083,neutral
12084,disapproval
12085,optimism
12086,curiosity
12087,neutral
12088,admiration
12089,curiosity
12090,neutral
12091,approval
12092,excitement
12093,admiration
12094,realization
12095,neutral
12096,approval
12097,neutral
12098,neutral
12099,neutral
12100,realization
12101,admiration
12102,neutral
12103,neutral
12104,neutral
12105,realization
12106,neutral
12107,desire
12108,curiosity
12109,neutral
12110,annoyance
12111,amusement
12112,joy
12113,neutral
12114,admiration
12115,confusion
12116,neutral
12117,confusion
12118,admiration
12119,amusement
12120,surprise
12121,disapproval
12122,realization
12123,neutral
12124,annoyance
12125,disapproval
12126,admiration
12127,excitement
12128,gratitude
12129,approval
12130,surprise
12131,caring
12132,love
12133,curiosity
12134,neutral
12135,surprise
12136,realization
12137,neutral
12138,curiosity
12139,neutral
12140,neutral
12141,admiration
12142,admiration
12143,confusion
12144,realization
12145,neutral
12146,neutral
12147,curiosity
12148,neutral
12149,approval
12150,curiosity
12151,approval
12152,realization
12153,neutral
12154,neutral
12155,gratitude
12156,neutral
12157,realization
12158,gratitude
12159,joy
12160,neutral
12161,neutral
12162,neutral
12163,admiration
12164,admiration
12165,neutral
12166,admiration
12167,caring
12168,confusion
12169,curiosity
12170,neutral
12171,admiration
12172,curiosity
12173,neutral
12174,neutral
12175,neutral
12176,fear
12177,disapproval
12178,neutral
12179,neutral
12180,gratitude
12181,curiosity
12182,gratitude
12183,neutral
12184,joy
12185,anger
12186,surprise
12187,surprise
12188,neutral
12189,neutral
12190,curiosity
12191,joy
12192,neutral
12193,curiosity
12194,admiration
12195,neutral
12196,neutral
12197,realization
12198,neutral
12199,curiosity
12200,curiosity
12201,neutral
12202,curiosity
12203,neutral
12204,disappointment
12205,desire
12206,confusion
12207,excitement
12208,approval
12209,excitement
12210,approval
12211,neutral
12212,neutral
12213,neutral
12214,neutral
12215,realization
12216,amusement
12217,neutral
12218,approval
12219,curiosity
12220,approval
12221,approval
12222,neutral
12223,neutral
12224,optimism
12225,caring
12226,curiosity
12227,annoyance
12228,neutral
12229,surprise
12230,neutral
12231,realization
12232,confusion
12233,realization
12234,confusion
12235,approval
12236,neutral
12237,neutral
12238,realization
12239,annoyance
12240,neutral
12241,neutral
12242,neutral
12243,approval
12244,approval
12245,optimism
12246,joy
12247,realization
12248,fear
12249,neutral
12250,confusion
12251,neutral
12252,neutral
12253,neutral
12254,realization
12255,neutral
12256,neutral
12257,approval
12258,neutral
12259,neutral
12260,neutral
12261,confusion
12262,neutral
12263,neutral
12264,realization
12265,curiosity
12266,excitement
12267,optimism
12268,curiosity
12269,curiosity
12270,curiosity
12271,neutral
12272,neutral
12273,admiration
12274,neutral
12275,neutral
12276,neutral
12277,optimism
12278,disappointment
12279,neutral
12280,joy
12281,neutral
12282,neutral
12283,curiosity
12284,neutral
12285,gratitude
12286,admiration
12287,approval
12288,neutral
12289,neutral
12290,neutral
12291,neutral
12292,approval
12293,neutral
12294,approval
12295,confusion
12296,admiration
12297,curiosity
12298,neutral
12299,neutral
12300,realization
12301,love
12302,neutral
12303,neutral
12304,neutral
12305,admiration
12306,neutral
12307,neutral
12308,neutral
12309,surprise
12310,neutral
12311,curiosity
12312,neutral
12313,neutral
12314,neutral
12315,admiration
12316,neutral
12317,admiration
12318,realization
12319,neutral
12320,approval
12321,excitement
12322,curiosity
12323,excitement
12324,neutral
12325,realization
12326,curiosity
12327,curiosity
12328,excitement
12329,neutral
12330,joy
12331,curiosity
12332,neutral
12333,optimism
12334,admiration
12335,neutral
12336,annoyance
12337,neutral
12338,neutral
12339,realization
12340,caring
12341,neutral
12342,joy
12343,neutral
12344,neutral
12345,neutral
12346,joy
12347,approval
12348,neutral
12349,neutral
12350,optimism
12351,neutral
12352,neutral
12353,surprise
12354,curiosity
12355,gratitude
12356,neutral
12357,neutral
12358,curiosity
12359,curiosity
12360,neutral
12361,confusion
12362,gratitude
12363,realization
12364,neutral
12365,love
12366,approval
12367,neutral
12368,approval
12369,fear
12370,curiosity
12371,neutral
12372,neutral
12373,admiration
12374,neutral
12375,neutral
12376,approval
12377,caring
12378,curiosity
12379,neutral
12380,neutral
12381,joy
12382,neutral
12383,neutral
12384,curiosity
12385,neutral
12386,neutral
12387,neutral
12388,approval
12389,neutral
12390,neutral
12391,neutral
12392,approval
12393,joy
12394,neutral
12395,admiration
12396,disgust
12397,curiosity
12398,curiosity
12399,neutral
12400,neutral
12401,neutral
12402,neutral
12403,neutral
12404,anger
12405,confusion
12406,curiosity
12407,neutral
12408,neutral
12409,neutral
12410,neutral
12411,neutral
12412,neutral
12413,neutral
12414,joy
12415,desire
12416,admiration
12417,approval
12418,admiration
12419,admiration
12420,neutral
12421,neutral
12422,neutral
12423,neutral
12424,neutral
12425,disapproval
12426,approval
12427,admiration
12428,neutral
12429,neutral
12430,curiosity
12431,approval
12432,curiosity
12433,neutral
12434,neutral
12435,admiration
12436,neutral
12437,approval
12438,neutral
12439,admiration
12440,admiration
12441,admiration
12442,neutral
12443,neutral
12444,excitement
12445,admiration
12446,amusement
12447,neutral
12448,admiration
12449,neutral
12450,joy
12451,neutral
12452,curiosity
12453,neutral
12454,disapproval
12455,neutral
12456,amusement
12457,neutral
12458,neutral
12459,neutral
12460,neutral
12461,neutral
12462,neutral
12463,neutral
12464,neutral
12465,neutral
12466,neutral
12467,curiosity
12468,curiosity
12469,neutral
12470,curiosity
12471,neutral
12472,neutral
12473,neutral
12474,neutral
12475,surprise
12476,optimism
12477,approval
12478,gratitude
12479,admiration
12480,optimism
12481,neutral
12482,amusement
12483,neutral
12484,admiration
12485,curiosity
12486,admiration
12487,joy
12488,neutral
12489,neutral
12490,disapproval
12491,neutral
12492,neutral
12493,approval
12494,neutral
12495,neutral
12496,curiosity
12497,annoyance
12498,curiosity
12499,surprise
12500,realization
12501,realization
12502,annoyance
12503,neutral
12504,confusion
12505,caring
12506,curiosity
12507,neutral
12508,disapproval
12509,approval
12510,neutral
12511,excitement
12512,admiration
12513,admiration
12514,optimism
12515,admiration
12516,desire
12517,admiration
12518,neutral
12519,realization
12520,confusion
12521,gratitude
12522,optimism
12523,neutral
12524,admiration
12525,realization
12526,disapproval
12527,neutral
12528,neutral
12529,neutral
12530,excitement
12531,gratitude
12532,approval
12533,confusion
12534,surprise
12535,realization
12536,fear
12537,curiosity
12538,realization
12539,admiration
12540,excitement
12541,neutral
12542,neutral
12543,neutral
12544,admiration
12545,neutral
12546,realization
12547,realization
12548,admiration
12549,neutral
12550,admiration
12551,curiosity
12552,neutral
12553,neutral
12554,caring
12555,neutral
12556,admiration
12557,approval
12558,approval
12559,realization
12560,gratitude
12561,approval
12562,admiration
12563,realization
12564,neutral
12565,amusement
12566,admiration
12567,joy
12568,realization
12569,neutral
12570,neutral
12571,approval
12572,joy
12573,approval
12574,excitement
12575,caring
12576,love
12577,realization
12578,neutral
12579,approval
12580,neutral
12581,curiosity
12582,neutral
12583,realization
12584,confusion
12585,curiosity
12586,neutral
12587,neutral
12588,neutral
12589,realization
12590,neutral
12591,admiration
12592,optimism
12593,neutral
12594,admiration
12595,admiration
12596,gratitude
12597,curiosity
12598,approval
12599,disgust
12600,neutral
12601,admiration
12602,neutral
12603,neutral
12604,approval
12605,admiration
12606,neutral
12607,neutral
12608,admiration
12609,approval
12610,neutral
12611,joy
12612,neutral
12613,neutral
12614,admiration
12615,realization
12616,excitement
12617,gratitude
12618,excitement
12619,realization
12620,neutral
12621,approval
12622,admiration
12623,approval
12624,neutral
12625,admiration
12626,neutral
12627,realization
12628,neutral
12629,admiration
12630,amusement
12631,admiration
12632,neutral
12633,neutral
12634,disapproval
12635,joy
12636,curiosity
12637,approval
12638,curiosity
12639,neutral
12640,admiration
12641,neutral
12642,neutral
12643,neutral
12644,curiosity
12645,neutral
12646,neutral
12647,curiosity
12648,approval
12649,curiosity
12650,approval
12651,curiosity
12652,fear
12653,neutral
12654,realization
12655,neutral
12656,neutral
12657,realization
